时间,开盘价,最高价,最低价,收盘价,成交量,信号类型,置信度,描述,张力,加速度,DXY燃料,量能比率,价格vsEMA%,V7.0.5通过,过滤原因,交易方向,V705执行动作,Unnamed: 18,黄金信号,Last_Vol,Last_EMA_Pct,Last_Tension,Delta_Vol,Delta_EMA,Delta_EMA_Abs,Delta_Tension,V8_Score,V8_Action_Pred,V8_Action,Ideal_Action
2025-08-19 20:00:00,113132.49,113589.48,112732.58,112872.94,2625.5971,BEARISH_SINGULARITY,0.7,奇点看空,0.776455353,-0.24964201,0.050583661,1.211057214393044,-2.443886686,True,,做多(反向),做多(反向),,开多,,,,0.0,0.0,0.0,0.0,0.16147429525240586,0,HOLD,ACTION
2025-08-20 00:00:00,112872.95,113636.13,112566.01,113525.91,3116.70576,BEARISH_SINGULARITY,0.7,奇点看空,0.5888154581342092,-0.185379137,0.092627213,1.3651891070313045,-1.703571631,True,,做多(反向),做多(反向),,开仓多,1.211057214393044,-2.443886686,0.776455353,0.12727052925860985,0.7403150549999999,0.7403150549999999,0.1876398948657908,0.6285450593260065,0,ACTION,ACTION
2025-08-20 04:00:00,113525.9,113837.93,113432.0,113490.13,1367.41482,BEARISH_SINGULARITY,0.7,奇点看空,0.4618125735896692,-0.132965752,0.092627213,0.5920290954909955,-1.571953139,True,,做多(反向),做多(反向),,继续持多,1.3651891070313045,-1.703571631,0.5888154581342092,-0.5663391302774144,0.13161849199999986,0.13161849199999986,0.12700288454454,0.44474645873213264,0,HOLD,HOLD
2025-08-20 08:00:00,113490.14,114016.77,113060.08,113666.68,2352.50644,BEARISH_SINGULARITY,0.7,奇点看空,0.410808012,-0.107443675,0.092627213,0.984803652,-1.285444249,True,,做多(反向),做多(反向),,继续持多,0.5920290954909955,-1.571953139,0.4618125735896692,0.6634379281363857,0.2865088900000001,0.2865088900000001,0.051004561589669206,0.5745615986000001,0,ACTION,HOLD
2025-08-20 12:00:00,113666.69,114326.35,112380.0,113353.94,4605.43198,BEARISH_SINGULARITY,0.7,奇点看空,0.4610508304582983,-0.123174889,0.092627213,1.796474068828177,-1.410847421,True,,做多(反向),做多(反向),,继续持多,0.984803652,-1.285444249,0.410808012,0.8241951735046745,-0.12540317199999995,0.12540317199999995,0.05024281845829831,0.562701586,0,ACTION,HOLD
2025-08-20 16:00:00,113353.94,114444.0,113264.01,114276.66,2624.00614,BEARISH_SINGULARITY,0.7,奇点看空,0.507319939,-0.145980311,0.092627213,0.992283571,-0.550699516,True,,做多(反向),做多(反向),,继续持多,1.796474068828177,-1.410847421,0.4610508304582983,-0.4476493770671251,0.8601479049999999,0.8601479049999999,0.04626910854170174,0.8309680548736085,1,ACTION,HOLD
2025-08-20 20:00:00,114276.66,114615.38,114000.0,114271.24,1570.2768,BEARISH_SINGULARITY,0.7,奇点看空,0.6087008170529308,-0.188962472,0.092627213,0.5871923921938002,-0.502785443,True,,做多(反向),做多(反向),,平仓/反手空,0.992283571,-0.550699516,0.507319939,-0.4082413441532227,0.047914072999999946,0.047914072999999946,0.10138087805293072,0.34719416195110697,0,HOLD,ACTION
2025-08-21 00:00:00,114271.23,114821.76,113906.01,113954.62,1626.72781,BEARISH_SINGULARITY,0.7,奇点看空,0.7375359013352162,-0.240481606,-0.211566892,0.604902571,-0.704852513,True,,做多(反向),做多(反向),,继续持空,0.5871923921938002,-0.502785443,0.6087008170529308,0.03016077701557599,-0.2020670699999999,0.2020670699999999,0.1288350842822854,0.19978367734267888,0,HOLD,HOLD
2025-08-21 04:00:00,113954.62,114033.84,113582.43,113896.03,1612.36321,BEARISH_SINGULARITY,0.7,奇点看空,0.833616106,-0.279155746,-0.211566892,0.5896713034729272,-0.684407044,True,,做多(反向),做多(反向),,空平/反多,0.604902571,-0.704852513,0.7375359013352162,-0.02517970373624486,0.020445468999999994,0.020445468999999994,0.09608020466478384,0.10395339720480387,0,HOLD,ACTION
2025-08-21 08:00:00,113896.03,113990.0,113000.0,113148.66,1509.65106,BEARISH_SINGULARITY,0.7,奇点看空,0.9081441169611252,-0.304239846,-0.211566892,0.599126429,-1.210394602,True,,做多(反向),做多(反向),,继续持多,0.5896713034729272,-0.684407044,0.833616106,0.016034569549825378,-0.5259875580000001,0.5259875580000001,0.07452801096112516,0.352498044596562,0,HOLD,HOLD
